descricao
"** Aprovado o Requerimento do Dep. Daniel Coelho (PSDB-PE), que solicita preferência para apreciação do PL nº 7.699/2006, item 3, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Jovair Arantes, Líder do PTB, que solicita preferência para apreciação do Projeto de Lei nº 4.246/2012, item 6, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9) PRC nº 8 de 2007; seguidos dos demais itens."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9º) PRC nº 8 de 2007; seguidos dos demais itens."
** Aprovado o Requerimento.
"** Rejeitado o Requerimento do Dep. Ságuas Moraes, na qualidade de Líder do PT, que solicita inversão da pauta, para que o Projeto de Lei nº 2.479/2000 seja votado primeiramente, renumerando-se os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder  do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
*** Aprovado o Requerimento do Dep. Simão Sessim (PP-RJ) que solicita preferência para apreciação do PL nº 7.664/2014 sobre os demais itens da pauta.
"*** Rejeitada a modificação na Ordem do Dia decorrente de consulta formulada pelo Presidente, nos termos do § 1º do art. 160 do Regimento Interno, em face do encaminhamento, à Mesa, de mais de cinco requerimentos de preferência."
"*** Votação, em turno único, do Projeto de Lei nº 3.232 de 1992, principal (Sessão Deliberativa Ordinária de 20/10/2015). 
Encaminhou a Votação o Dep. Afonso Florence (PT-BA). 
Votação do requerimento da bancada do PR, que solicita DESTAQUE DE PREFERÊNCIA PARA O PROJETO DE LEI Nº 6.446/2013, APENSADO - DTQ 3. 
APROVADO O DESTAQUE DE PREFERÊNCIA. 
Prejudicado o destaque de preferência da bancada do PCdoB, para votação do Projeto de Lei nº 6.446/2013, apensado - DTQ 4. 
Rejeitadas as Emendas de Plenário nºs 1 e 2, com pareceres pela rejeição, ressalvados os destaques. 
Em razão do resultado proclamado pela Mesa: ""Aprovado o Projeto de Lei nº 6.446 de 2013"" (em processo simbólico), foi solicitada a verificação da votação pelos Deputados Daniel Coelho, na qualidade de Líder do PSDB; e Alex Manente (PPS-SP), passando-se à sua votação pelo processo nominal. 
APROVADO O PROJETO DE LEI Nº 6.446 DE 2013, APENSADO, ressalvados os destaques. Sim: 318; não: 79; abstenção: 1; total: 398.  
Ficam prejudicados o Projeto de Lei nº 3.232/1992, principal; o Substitutivo da Comissão de Seguridade Social e Família; o Substitutivo da Comissão de Constituição e Justiça e de Cidadania; e os Projetos de Lei de nºs 6.045/90, 192/91, 276/91, 506/91, 750/91, 1.439/91, 1.539/91, 2.065/91, 2.735/92, 2.741/92, 3.779/97, 4.667/98, 592/99, 2.937/00, 3.562/04. 5.322/09, 1.112/11, 1.744/11, 2.270/11, 2.450/11, 3.406/12, 3.523/12 e 7.175/14, apensados, ressalvados os destaques. 
Votação do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 1. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Damião Feliciano (PDT-PB). 
Suprimido o texto destacado. 
Prejudicado o destaque da bancada do PSDB, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 5. 
Prejudicado o destaque da bancada do DEM, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 9. 
Votação da Emenda de Plenário nº 2, objeto do destaque da bancada do PSD - DTQ 10. 
Encaminhou a Votação o Dep. Wadih Damous (PT-RJ). 
Rejeitada a Emenda de Plenário nº 2. 
Votação da Emenda de Plenário nº 1, objeto do destaque da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 2. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Pompeo de Mattos (PDT-RS). 
Rejeitada a Emenda de Plenário nº 1. Sim: 206; não: 219; abstenção: 1; total: 426 (votação nominal, de ofício)
Prejudicado o destaque da bancada do DEM, para votação da Emenda de Plenário nº 1 - DTQ 7. 
Votação da expressão ""em juízo colegiado prévio"" constante do art. 10 do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do PSDB - DTQ 6. 
Em razão do resultado proclamado pela Mesa: ""Mantida a expressão"" (em processo simbólico), foi solicitada a verificação da votação pelo Deputado Daniel Coelho, na qualidade de Líder do PSDB, passando-se à sua votação pelo processo nominal.
Mantida a expressão destacada. Sim: 273; não: 145; abstenção: 1; total: 419.
Votação do art. 2º do Projeto de Lei nº 7.175/2014, apensado, para incluir o referido dispositivo onde couber, objeto do destaque para votação em separado da bancada do PSB - DTQ 8. 
Encaminhou a Votação o Dep. Heitor Schuch (PSB-RS). 
"Aprovada a Redação Final assinada pelo Relator, Dep. Henrique Eduardo Alves (PMDB-RN).
DCD 17 06 09 PAG 30090 COL 02."
"Aprovada a Redação Final assinada pelo Relator, Dep. Henrique Eduardo Alves (PMDB-RN). Vide PL 5938/09."
"Aprovada a Redação Final assinada pelo Relator, Dep. Henrique Fontana (PT-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Herculano Passos (PSD-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Hildo Rocha (MDB-MA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Hildo Rocha (PMDB-MA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Hiran Gonçalves (PP-RR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Leal (PSB / RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Leal (PSC-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Leal (PSD-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (REPUBLIC-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Igor Timo (PODE-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Igor Timo (PODEMOS-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Igor Timo (Pode-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Igor Timo (Podemos-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Indio da Costa (PSD-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Isnaldo Bulhões JR. (MDB-AL)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Isnaldo Bulhões Jr. (MDB-AL)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Izalci (PSDB-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Jefferson Campos (PL-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Joaquim Passarinho (PSD-PA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Jorge Goetten (PL-SC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Jorginho Mello (PSDB-SC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Jose Stédile (PSB-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Josenildo (PDT-AP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Carlos Aleluia (DEM-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Eduardo Cardozo (PSDB-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Eduardo Cardozo (PT-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Genoíno (PT-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Genoíno (PT-SP). DCD de 08/10/2009 PAG 55753 COL 02, Letra ""D""."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Genoíno (PT-SP). DCD de 08/10/2009 PAG 55763 COL 02, Letra ""A""."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Guimarães (PT-CE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Mentor (PT-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. José Rocha (PR-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Campos (PRB-GO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Campos (PSDB-GO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Campos (PSDB-GO). DCD 07 05 09 PAG 17486 COL 01."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Campos (PSDB/GO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Carlos Bacelar (PL-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Fernando Coutinho (PSB-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João H. Campos (PSB-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Maia (PL-RN)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Maia (PR-RN)."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Maia."
"Aprovada a Redação Final assinada pelo Relator, Dep. João Paulo Lima (PT-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Julian Lemos (PSL-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Julio Cesar Ribeiro (REPUBLIC-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Julio Cesar Ribeiro (Republicanos-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Julio Lopes (PP-RJ)"
"Aprovada a Redação Final assinada pelo Relator, Dep. Julio Lopes (PP-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Juscelino Filho (DEM-MA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Júlio Cesar (PSD-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Júlio César (PSD-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Júlio Delgado (PSB-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Júlio Lopes (PP-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Kim Kataguiri (União-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Laercio Oliveira (PP-SE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Laercio Oliveira (SD-SE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Laerte Bessa (PMDB-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Laerte Bessa (PR-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lafayette De Andrada (Republicanos - MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lafayette de Andrada (REPUBLIC-MG),"
"Aprovada a Redação Final assinada pelo Relator, Dep. Lafayette de Andrada (REPUBLIC-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lafayette de Andrada (REPUBLICANOS-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lafayette de Andrada (Republicanos-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lelo Coimbra (MDB-ES)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Leonardo Monteiro (PT-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Leonardo Picciani (PMDB-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Leonardo Quintão (PMDB-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Leur Lomanto Júnior (UNIÃO/BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lincoln Portela (PR-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lucas Gonzalez (NOVO-MG)"
"Aprovada a Redação Final assinada pelo Relator, Dep. Lucas Vergilio (SD/GO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lucas Vergilio (Solidariedade-GO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luis Miranda (DEM-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luis Tibé (Avante - MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Carlos Busato (PTB-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Carlos Hauly (PODE-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Carlos Hauly (PSDB-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Fernando Faria (PP-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Gastão (PSD-CE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Lauro Filho (PSB-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Lima (PL-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Pitiman (PMDB-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Lula da Fonte (PP-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Léo Moraes (PODE-RO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Léo Prates (PDT-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Magela (PT-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Manoel Junior (PMDB-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Aro (PHS/MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Aro (PP-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Guimarães Filho (PMDB-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Itagiba (PMDB-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Ortiz (PV-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Ortiz (PV-SP). DCD 29 10 09 PAG 59952 COL 01."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Queiroz (PP-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Ramos (PL-AM)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Ramos (PSD-AM)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Teixeira (PR-CE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marco Bertaiolli (PSD-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcos Aurélio Sampaio (MDB-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcos Rogério (DEM-RO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcos Rogério (PDT-RO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marcus Aurélio Sampaio (MDB-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Marx Beltrão (PP-AL)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mauricio Quintella Lessa (PR-AL)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Benevides (PMDB-CE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Benevides (PMDB/CE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Nazif (PSB-RO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Nazif (PSB/RO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Pereira (PMDB-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Maurício Quintella Lessa (PR-AL)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Maurício Rands (PT-PE). DCD 20 05 09 PAG 20849 COL 01."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mendes Ribeiro Filho (PMDB-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mendonça Filho (DEM-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mendonça Filho (UNIÃO-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mendonça Prado (DEM-SE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Merlong Solano (PT-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Mersinho Lucena (PP-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Milton Monti (PR-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Miro Teixeira (PDT-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Miro Teixeira (PROS-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Moreira Mendes (PPS-RO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Moreira Mendes (PSD-RO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Moses Rodrigues (MDB-CE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Márcio Jerry (PCdoB-MA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Márcio Marinho (REPUBLICANOS-BA)"
"Aprovada a Redação Final assinada pelo Relator, Dep. Márcio Reinaldo Moreira (PP-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Nazareno Fonteles (PT-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Nelson Marquezelli (PTB-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Nelson Pellegrino (PT-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Neucimar Fraga (PP-ES)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Nikolas Ferreira (PL-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Nilson Leitão (PSDB-MT)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Odair Cunha (PT-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Odorico Monteiro (PSB-CE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Omar Serraglio (PMDB-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Onofre Santo Agostini (PSD-SC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Onyx Lorenzoni (DEM-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Orlando Silva (PCdoB-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Osires Damaso (PSC-TO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Osmar Serraglio (PMDB-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Otavio Leite (PSDB-RJ)"
"Aprovada a Redação Final assinada pelo Relator, Dep. Otto Alencar Filho (PSD-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Otávio Leite (PSDB-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Padre João (PT-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paes Landim (PTB-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pauderney Avelino (DEM-AM)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Azi (DEM-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Azi (UNIÃO-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Bengtson (PTB-PA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Ganime (NOVO-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Ganime (Novo-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Magalhães (PSD-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Maluf (PP-SP).
DCD 28 06 07 PAG 32291  COL 01."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Pereira da Silva (SD-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Pereira da Silva (SOLIDARIEDADE-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Piau (PMDB-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Teixeira (PT-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Aihara (PRD/MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Campos (PSB-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Eugênio (PT-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Paulo (DEM-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Paulo (PSD-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Uczai ( PT/SC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Uczai (PT-SC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Vilela (PSDB-AL)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Westphalen (PP-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Policarpo (PT-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Pompeo de Mattos (PDT-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Professor Israel Batista (PSB-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rafael Prudente (MDB-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Raquel Muniz (PSD-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Reginaldo Lopes (PT-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Regis de Oliveira (PSC-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Renan Filho (PMDB-AL)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Ricardo Barros (PP-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Ricardo Barros (PP-RR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Ricardo Izar (Republicanos-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Roberto Magalhães (DEM-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Roberto de Lucena (PV-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rocha (PSDB-AC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rodrigo Agostinho (PSB-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rodrigo Gambale (Pode-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rodrigo Maia (DEM-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rogério Carvalho (PT/SE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rogério Correia (PT-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rogério Marinho (PSDB-RN)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rogério Rosso (PSD-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rogério Rosso (PSD/DF)"
"Aprovada a Redação Final assinada pelo Relator, Dep. Ronaldo Fonseca (PR/DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Ronaldo Fonseca (PROS-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rosangela Gomes (PRB-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rubens Bueno (CIDADANIA-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rubens Bueno (PPS-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rubens Pereira Junior (PCdoB-MA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Rubens Pereira Júnior (PT-MA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Ruy Carneiro (PODE-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sanderson (PL-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sanderson (PSL-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sandra Rosado (PSB-RN)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sandro Alex (PPS-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sandro Alex (PSD-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sarney Filho (PV-MA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sergio Souza (MDB-PR)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sergio Zveiter (PODE-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sibá Machado (PT-AC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sidney Leite (PSD-AM)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Silvio Costa (PMN-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Subtenente Gonzada (PSD-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Subtenente Gonzaga (PDT-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Subtenente Gonzaga (PSD-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sérgio Barradas Carneiro (PT-BA)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sérgio Zveiter (PSD/RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Sóstenes Cavalcante (DEM-RJ)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Tadeu Filippelli (PMDB-DF)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Tiago Dimas (SOLIDARI-TO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Toninho Pinheiro (PP-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Valdir Colatto (PMDB-SC)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Valtenir Pereira (PROS-MT)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Valtenir Pereira (PSB-MT)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Vanderlei Macris (PSDB-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Vicente Candido (PT-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Vicentinho (PT-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Vieira da Cunha (PDT-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Vinicius Carvalho (PRB-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Vinicius Carvalho (REPUBLIC-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Vinicius Poit (NOVO-SP)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Wellington Roberto (PR-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Wilson Santiago (PTB-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Wilson Santiago (REPUBLICANOS-PB)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Zacharias Calil (União-GO)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Zenaldo Coutinho (PSDB-PA)"
"Aprovada a Redação Final assinada pelo Relator, Dep. Zucco (PL-RS)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Zé Silva (SOLIDARI-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Zé Silva (SOLIDARIEDADE-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Zé Silva (SOLIDARIEDADE/MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Zé Silva (Solidariedade-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Zé Vitor (PL-MG)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Átila Lins (PMDB-AM)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Átila Lins (PSD-AM)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Átila Lira (PP-PI)."
"Aprovada a Redação Final assinada pelo Relator, Dep. Átila Lira (PSB-PI)."
